,number,value,datetime_start,datetime_complete,duration,params_C,params_coef0,params_degree,params_epsilon,params_gamma,params_kernel,system_attrs_grid_id,system_attrs_search_space,state
14,14,,2024-07-20 15:40:32.323403,2024-07-20 15:42:33.466835,0 days 00:02:01.143432,1000.0,0.1,5,0.01,scale,poly,14,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
15,15,,2024-07-20 15:42:33.912381,2024-07-20 15:44:35.973839,0 days 00:02:02.061458,1000.0,1.0,3,0.01,scale,poly,15,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
16,16,0.48861404040020956,2024-07-20 15:44:36.440849,2024-07-20 15:45:06.299917,0 days 00:00:29.859068,0.001,1.0,3,0.31622776601683794,scale,poly,16,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
17,17,15.329145935278072,2024-07-20 15:45:07.001889,2024-07-20 15:45:09.242342,0 days 00:00:02.240453,0.001,0.1,4,10.0,scale,poly,17,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
18,18,0.8194739839864236,2024-07-20 15:45:09.900624,2024-07-20 15:46:26.100010,0 days 00:01:16.199386,0.001,0.1,4,0.01,scale,poly,18,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
19,19,1.5926579676739445,2024-07-20 15:46:26.677908,2024-07-20 15:47:43.229755,0 days 00:01:16.551847,0.001,0.1,5,0.01,scale,poly,19,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
20,20,,2024-07-20 15:47:43.553807,2024-07-20 15:49:44.390719,0 days 00:02:00.836912,1000.0,1.0,5,0.01,scale,poly,20,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
21,21,7.063969032679613,2024-07-20 15:49:44.655667,2024-07-20 15:50:26.758838,0 days 00:00:42.103171,1.0,0.1,4,0.31622776601683794,scale,poly,21,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
22,22,155.75763576465596,2024-07-20 15:50:27.060705,2024-07-20 15:52:00.026023,0 days 00:01:32.965318,1000.0,0.1,5,0.31622776601683794,scale,poly,22,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
23,23,,2024-07-20 15:52:00.648925,2024-07-20 15:54:01.587922,0 days 00:02:00.938997,1000.0,1.0,4,0.31622776601683794,scale,poly,23,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
24,24,15.329145935278072,2024-07-20 15:54:01.802914,2024-07-20 15:54:03.756680,0 days 00:00:01.953766,0.001,0.1,5,10.0,scale,poly,24,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
25,25,15.329145935278072,2024-07-20 15:54:04.276896,2024-07-20 15:54:06.500947,0 days 00:00:02.224051,1000.0,1.0,5,10.0,scale,poly,25,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
26,26,1.2253770627737115,2024-07-20 15:54:07.075563,2024-07-20 15:54:45.690840,0 days 00:00:38.615277,1.0,0.1,3,0.31622776601683794,scale,poly,26,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
27,27,0.5050828433376139,2024-07-20 15:54:46.100739,2024-07-20 15:56:16.788902,0 days 00:01:30.688163,0.001,1.0,4,0.01,scale,poly,27,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
28,28,15.329145935278072,2024-07-20 15:56:17.137697,2024-07-20 15:56:18.297891,0 days 00:00:01.160194,1000.0,1.0,4,10.0,scale,poly,28,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
29,29,15.329145935278072,2024-07-20 15:56:18.623902,2024-07-20 15:56:19.777804,0 days 00:00:01.153902,1000.0,0.1,4,10.0,scale,poly,29,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
30,30,15.329145935278072,2024-07-20 15:56:20.205531,2024-07-20 15:56:21.958905,0 days 00:00:01.753374,1000.0,1.0,3,10.0,scale,poly,30,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
31,31,,2024-07-20 15:56:22.594320,2024-07-20 15:58:24.514009,0 days 00:02:01.919689,1.0,0.1,4,0.01,scale,poly,31,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
32,32,,2024-07-20 15:58:24.809995,2024-07-20 16:00:26.885125,0 days 00:02:02.075130,1.0,1.0,5,0.01,scale,poly,32,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
33,33,1.0874105979731963,2024-07-20 16:00:27.055779,2024-07-20 16:01:17.182856,0 days 00:00:50.127077,1.0,1.0,3,0.31622776601683794,scale,poly,33,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
34,34,15.329145935278072,2024-07-20 16:01:17.717729,2024-07-20 16:01:19.486977,0 days 00:00:01.769248,1000.0,0.1,5,10.0,scale,poly,34,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
35,35,,2024-07-20 16:01:20.026742,2024-07-20 16:03:21.442995,0 days 00:02:01.416253,1.0,1.0,4,0.01,scale,poly,35,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
36,36,15.329145935278072,2024-07-20 16:03:21.825985,2024-07-20 16:03:24.109710,0 days 00:00:02.283725,0.001,1.0,4,10.0,scale,poly,36,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
37,37,15.329145935278072,2024-07-20 16:03:24.506842,2024-07-20 16:03:25.500914,0 days 00:00:00.994072,0.001,1.0,3,10.0,scale,poly,37,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
38,38,15.329145935278072,2024-07-20 16:03:25.800741,2024-07-20 16:03:26.784861,0 days 00:00:00.984120,1.0,0.1,5,10.0,scale,poly,38,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
39,39,8.810809628892374,2024-07-20 16:03:27.112266,2024-07-20 16:04:40.332259,0 days 00:01:13.219993,1.0,1.0,5,0.31622776601683794,scale,poly,39,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
40,40,0.732033948855692,2024-07-20 16:04:40.644760,2024-07-20 16:06:04.757810,0 days 00:01:24.113050,0.001,1.0,5,0.01,scale,poly,40,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
41,41,0.8180586772537746,2024-07-20 16:06:05.078921,2024-07-20 16:07:28.563791,0 days 00:01:23.484870,0.001,0.1,3,0.01,scale,poly,41,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
42,42,,2024-07-20 16:07:28.885896,2024-07-20 16:09:30.003961,0 days 00:02:01.118065,1000.0,1.0,3,0.31622776601683794,scale,poly,42,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
43,43,15.329145935278072,2024-07-20 16:09:30.389728,2024-07-20 16:09:31.787632,0 days 00:00:01.397904,0.001,0.1,3,10.0,scale,poly,43,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
44,44,,2024-07-20 16:09:32.107821,2024-07-20 16:11:33.081983,0 days 00:02:00.974162,1.0,0.1,5,0.01,scale,poly,44,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
45,45,,2024-07-20 16:11:33.247827,2024-07-20 16:13:34.283909,0 days 00:02:01.036082,1000.0,1.0,4,0.01,scale,poly,45,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
46,46,0.8235615967737866,2024-07-20 16:13:34.708873,2024-07-20 16:14:22.536144,0 days 00:00:47.827271,0.001,0.1,3,0.31622776601683794,scale,poly,46,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
47,47,,2024-07-20 16:14:22.761695,2024-07-20 16:16:23.882755,0 days 00:02:01.121060,1.0,1.0,3,0.01,scale,poly,47,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
48,48,0.8177713950328828,2024-07-20 16:16:24.105568,2024-07-20 16:17:21.293843,0 days 00:00:57.188275,0.001,0.1,4,0.31622776601683794,scale,poly,48,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
49,49,,2024-07-20 16:17:21.952726,2024-07-20 16:19:23.989018,0 days 00:02:02.036292,1.0,0.1,3,0.01,scale,poly,49,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
50,50,,2024-07-20 16:19:24.563193,2024-07-20 16:21:26.215651,0 days 00:02:01.652458,1000.0,0.1,4,0.31622776601683794,scale,poly,50,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",FAIL
51,51,1.488234402915117,2024-07-20 16:21:26.779939,2024-07-20 16:22:30.206877,0 days 00:01:03.426938,0.001,0.1,5,0.31622776601683794,scale,poly,51,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
52,52,15.329145935278072,2024-07-20 16:22:30.565006,2024-07-20 16:22:31.870719,0 days 00:00:01.305713,1.0,1.0,5,10.0,scale,poly,52,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
53,53,15.329145935278072,2024-07-20 16:22:32.119804,2024-07-20 16:22:33.230698,0 days 00:00:01.110894,1.0,0.1,4,10.0,scale,poly,53,"{'C': [0.001, 1.0, 1000.0], 'coef0': [0.1, 1], 'degree': [3, 4, 5], 'epsilon': [0.01, 0.31622776601683794, 10.0], 'gamma': ['scale'], 'kernel': ['poly']}",COMPLETE
