,y_true,y_pred
2048,-43.0,-40.92214
2049,-41.0,-37.957504
2050,-45.0,-35.641567
2051,-47.0,-31.97286
2052,-50.0,-30.568804
2053,-50.0,-29.231457
2054,-48.0,-30.06462
2055,-47.0,-31.579842
2056,-48.0,-33.257687
2057,-46.0,-34.512917
2058,-47.0,-32.904194
2059,-46.0,-32.629124
2060,-44.0,-33.69225
2061,-45.0,-33.33471
2062,-43.0,-33.793133
2063,-37.0,-35.29911
2064,-37.0,-37.62137
2065,-37.0,-37.63184
2066,-35.0,-34.491096
2067,-37.0,-31.096678
2068,-40.0,-38.96778
2069,-41.0,-30.130325
2070,-40.0,-29.052748
2071,-37.0,-28.560324
2072,-35.0,-30.543419
2073,-33.0,-30.03582
2074,-31.0,-29.514227
2075,-32.0,-28.02777
2076,-31.0,-26.420708
2077,-29.0,-24.86732
2078,-30.0,-23.363844
2079,-29.0,-23.703419
2080,-36.0,-24.732086
2081,-36.0,-23.95264
2082,-33.0,-25.717634
2083,-32.0,-33.254036
2084,-31.0,-34.904964
2085,-32.0,-33.739784
2086,-30.0,-36.052055
2087,-28.0,-33.451805
2088,-31.0,-30.421774
2089,-34.0,-28.579088
2090,-31.0,-29.357689
2091,-29.0,-29.176863
2092,-29.0,-30.677351
2093,-32.0,-29.03037
2094,-31.0,-25.500572
2095,-28.0,-25.342691
2096,-21.0,-24.961405
2097,-24.0,-25.310055
2098,-30.0,-22.063107
2099,-33.0,-22.253326
2100,-38.0,-19.822691
2101,-39.0,-25.480911
2102,-34.0,-28.305883
2103,-26.0,-31.363075
2104,-23.0,-37.383972
2105,-32.0,-34.29486
2106,-35.0,-31.664392
2107,-42.0,-27.382702
2108,-48.0,-30.903297
2109,-52.0,-31.598692
2110,-50.0,-38.120438
2111,-52.0,-52.441544
2112,-54.0,-46.45806
2113,-52.0,-46.13515
2114,-50.0,-42.96295
2115,-53.0,-47.98539
2116,-53.0,-43.779213
2117,-49.0,-38.166885
2118,-41.0,-42.525284
2119,-36.0,-41.681915
2120,-36.0,-42.089474
2121,-35.0,-40.013714
2122,-34.0,-34.893944
2123,-33.0,-31.589474
2124,-34.0,-30.815527
2125,-36.0,-28.331436
2126,-36.0,-27.74233
2127,-33.0,-26.660892
2128,-33.0,-27.861643
2129,-28.0,-28.640547
2130,-23.0,-28.89896
2131,-23.0,-30.842884
2132,-22.0,-26.131824
2133,-21.0,-25.0685
2134,-20.0,-21.876835
2135,-18.0,-19.881617
2136,-17.0,-18.374138
2137,-19.0,-19.82363
2138,-26.0,-20.424904
2139,-29.0,-17.132662
2140,-28.0,-14.665718
2141,-25.0,-16.550396
2142,-18.0,-19.195503
2143,-11.0,-21.184195
2144,-15.0,-24.534689
2145,-17.0,-19.46321
2146,-12.000000000000004,-16.679886
2147,-12.000000000000004,-12.9652
2148,-14.0,-13.526535
2149,-20.0,-13.431108
2150,-27.0,-11.30958
2151,-32.0,-11.447739
2152,1.0,3.3847642
2153,-3.0,2.4268556
2154,-7.0000000000000036,4.0013604
2155,-9.0,4.4144616
2156,-5.0,4.4217744
2157,0.0,1.6006227
2158,2.0,-3.7799182
2159,3.0,-5.7772
2160,3.0,-3.244224
2161,1.0,-2.4469314
2162,-5.0,-0.854444
2163,-6.0,1.233912
2164,-1.0,2.358767
2165,8.0,0.8908715
2166,24.0,0.051477905
2167,24.0,-0.9577155
2168,29.0,0.27314615
2169,31.0,4.4574533
2170,34.0,8.802805
2171,38.0,3.3912225
2172,39.0,7.4563622
2173,42.0,11.645979
2174,44.0,14.525438
2175,38.0,16.697378
2176,27.0,17.532366
2177,6.0,15.401091
2178,-13.0,8.500971
2179,-5.0,10.874941
2180,-1.0,-10.338011
2181,-9.0,-51.025536
2182,-13.0,-48.086853
2183,-9.0,-32.287724
2184,-8.0,-27.108797
2185,-10.0,-29.631933
2186,-15.0,-24.073973
2187,-23.0,-20.964935
2188,-24.0,-18.28821
2189,-18.0,-14.081614
2190,-12.000000000000004,-17.664017
2191,-14.0,-26.583755
2192,-12.000000000000004,-33.184696
2193,-23.0,-25.487259
2194,-25.0,-12.537149
2195,-24.0,-19.95777
2196,-27.0,-31.674007
2197,-30.0,-43.306946
2198,-31.0,-33.942776
2199,-28.0,-24.438051
2200,-22.0,-29.542292
2201,-21.0,-28.746412
2202,-23.0,-27.698776
2203,-25.0,-27.920732
2204,-22.0,-21.451862
2205,-17.0,-20.333921
2206,-19.0,-19.431677
2207,-21.0,-19.398203
2208,-23.0,-16.23047
2209,-23.0,-13.932577
2210,-25.0,-13.743778
2211,-27.0,-14.203032
2212,-25.0,-18.01467
2213,-22.0,-18.245552
2214,-17.0,-21.631441
2215,-18.0,-20.624979
2216,-21.0,-19.461407
2217,-22.0,-18.033276
2218,-17.0,-15.011436
2219,-13.0,-15.284115
2220,-14.0,-16.82782
2221,-14.0,-17.267841
2222,-11.0,-15.326143
2223,-15.0,-14.574522
2224,-17.0,-13.507935
2225,-14.0,-14.596081
2226,-13.0,-13.986406
2227,-11.0,-15.327261
2228,-9.0,-14.521801
2229,-10.0,-11.733465
2230,-11.0,-10.95018
2231,-8.0,-9.355837
2232,-4.0,-8.549015
2233,-8.0,-6.2428927
2234,-10.0,-6.684276
2235,-11.0,-6.4752955
2236,-8.0,-6.6495013
2237,-1.9999999999999964,-7.6844726
2238,0.0,-9.218796
2239,-1.0,-9.155724
2240,-3.0,-6.660236
2241,-10.0,-3.7559695
2242,-19.0,-2.6979156
2243,-16.0,-7.0553756
2244,-20.0,-9.910351
2245,-27.0,-11.935596
2246,-35.0,-12.235701
2247,-43.0,-23.35625
2248,-52.0,-24.222546
2249,-61.0,-32.034584
2250,-62.0,-36.184845
2251,-67.0,-43.841133
2252,-58.0,-48.52934
2253,-55.0,-54.17266
2254,-74.0,-52.11833
2255,-97.0,-54.292725
2256,-107.0,-52.09646
2257,-119.0,-77.71268
2258,-98.0,-99.817535
2259,-87.0,-107.63604
2260,-76.0,-106.85483
2261,-71.0,-103.27959
2262,-58.0,-84.81096
2263,-60.0,-69.06022
2264,-59.0,-58.454613
2265,-53.0,-58.45552
2266,-51.0,-62.328568
2267,-49.0,-52.736378
2268,-45.0,-55.03359
2269,-44.0,-50.783783
2270,-44.0,-47.030228
2271,-42.0,-43.804604
2272,-47.0,-39.382935
2273,-49.0,-38.427956
2274,-52.0,-39.13779
2275,-53.0,-39.05623
2276,-37.0,-42.186337
2277,-50.0,-47.37947
2278,-74.0,-49.194225
2279,-80.0,-48.807262
2280,-65.0,-45.686703
2281,-64.0,-74.00335
2282,-62.0,-97.01622
2283,-78.0,-78.92901
2284,-93.0,-67.22617
2285,-95.0,-58.1169
2286,-85.0,-57.58724
2287,-67.0,-76.815414
2288,-64.0,-86.17211
2289,-65.0,-79.30848
2290,-57.0,-69.397354
2291,-47.0,-61.689922
2292,-47.0,-57.249245
2293,-45.0,-56.08183
2294,-49.0,-51.700455
2295,-50.0,-48.89844
2296,-50.0,-43.48174
2297,-52.0,-42.18223
2298,-56.0,-41.762634
2299,-56.0,-42.690464
2300,-48.0,-43.796024
2301,-46.0,-44.870155
2302,-46.0,-46.99598
2303,-49.0,-45.78872
2304,-49.0,-44.110905
2305,-52.0,-44.60813
2306,-53.0,-44.17258
2307,-53.0,-45.825024
2308,-51.0,-47.133286
2309,-46.0,-49.201626
2310,-45.0,-50.756805
2311,-47.0,-49.086563
2312,-49.0,-45.02557
2313,-43.0,-42.053406
2314,-40.0,-40.843563
2315,-40.0,-41.935467
2316,-40.0,-42.58194
2317,-40.0,-39.057064
2318,-38.0,-37.212753
2319,-43.0,-38.052483
2320,-56.0,-39.039776
2321,-61.0,-36.830082
2322,-64.0,-39.268864
2323,-54.0,-47.370354
2324,-54.0,-51.075054
2325,-50.0,-52.259502
2326,-50.0,-52.806477
2327,-51.0,-47.98266
2328,-44.0,-47.409554
2329,-41.0,-42.4599
2330,-41.0,-44.137947
2331,-36.0,-46.207
2332,-36.0,-38.927883
2333,-32.0,-34.636032
2334,-30.0,-37.05031
2335,-29.0,-33.964367
2336,-29.0,-33.123775
2337,-26.0,-31.577852
2338,-27.0,-26.902237
2339,-26.0,-27.871916
2340,-24.0,-27.868216
2341,-21.0,-26.294123
2342,-21.0,-29.746191
2343,-26.0,-26.974169
2344,-27.0,-26.592844
2345,-26.0,-21.582901
2346,-28.0,-23.690584
2347,-27.0,-21.842405
2348,-24.0,-22.976248
2349,-17.0,-23.269728
2350,-8.0,-21.211847
2351,-4.0,-23.251223
2352,8.0,-20.460894
2353,2.0,-17.914713
2354,2.0,-14.38825
2355,-1.9999999999999964,-11.092266
2356,-14.0,-8.039347
2357,-20.0,-3.1971679
2358,-18.0,-6.209789
2359,-10.0,-23.358736
2360,-24.0,-25.488224
2361,-38.0,-23.823315
2362,-42.0,-20.701216
2363,-48.0,-20.490032
2364,-55.0,-40.40465
2365,-51.0,-48.10173
2366,-44.0,-57.16017
2367,-50.0,-55.78221
2368,-54.0,-51.803898
2369,-52.0,-47.517673
2370,-49.0,-39.848553
2371,-47.0,-39.093826
2372,-46.0,-40.275444
2373,-41.0,-39.184418
2374,-38.0,-37.520058
2375,-37.0,-35.643345
2376,-36.0,-35.817024
